Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_price,Price,kilometers_driven_log,price_log,Brand
Hyundai i20 2015-2017 Magna,Pune,2010,80561,Petrol,Manual,First,18.5,1197.0,80.0,5.0,9.74,2.74,11.296769940423644,1.007957920399979,Hyundai
Maruti Baleno Alpha,Mumbai,2017,6000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,8.78,7.5,8.699514748210191,2.0149030205422647,Maruti
Tata Hexa XTA,Jaipur,2016,39000,Diesel,Automatic,First,17.6,2179.0,153.86,7.0,21.0,13.5,10.571316925111784,2.6026896854443837,Tata
Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2011,55001,Petrol,Manual,First,16.47,1198.0,73.9,5.0,11.105,2.2,10.915106645867503,0.7884573603642703,Volkswagen
Mercedes-Benz New C-Class C 200 CGI Elegance,Mumbai,2012,63720,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,78.76,13.25,11.062253764023986,2.583997552432231,Mercedes-Benz
Toyota Etios GD,Delhi,2013,70000,Diesel,Manual,First,23.59,1364.0,132.0,5.0,23.25,3.88,11.156250521031495,1.355835153635182,Toyota
Hyundai Getz GLS,Jaipur,2005,100000,Petrol,Manual,Second,15.3,1341.0,83.0,5.0,9.74,0.85,11.512925464970229,-0.16251892949777494,Hyundai
Tata Tiago 1.2 Revotron XT,Kochi,2017,15386,Petrol,Manual,First,23.84,1199.0,84.0,5.0,5.56,5.11,9.64121328401888,1.631199404215613,Tata
Renault Duster 85PS Diesel RxL Option,Mumbai,2013,102486,Diesel,Manual,First,19.87,1461.0,83.8,5.0,4.93,4.25,11.537481482866117,1.4469189829363254,Renault
Audi A4 35 TDI Premium Plus,Coimbatore,2013,58629,Diesel,Automatic,Second,18.25,1968.0,187.74,5.0,53.14,16.52,10.978984733698187,2.804571768092832,Audi
Tata New Safari DICOR 2.2 VX 4x2,Pune,2008,86000,Diesel,Manual,Third,13.93,2179.0,138.0,7.0,7.63,0.6,11.362102575235644,-0.5108256237659907,Tata
Maruti Swift VDI,Hyderabad,2012,68238,Diesel,Manual,First,22.9,1248.0,74.0,5.0,7.87,4.8,11.1307568734125,1.5686159179138452,Maruti
Skoda Superb Elegance 1.8 TSI AT,Mumbai,2011,42036,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,31.365000000000002,6.25,10.646281672985488,1.8325814637483102,Skoda
Hyundai Elantra SX,Mumbai,2014,55619,Petrol,Manual,First,16.3,1797.0,147.5,5.0,9.74,8.3,10.926280148482137,2.1162555148025524,Hyundai
Honda City 1.5 E MT,Pune,2009,60000,Petrol,Manual,Third,17.0,1497.0,118.0,5.0,11.15,3.25,11.002099841204238,1.1786549963416462,Honda
Renault Duster 85PS Diesel RxL Explore,Pune,2015,30000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,4.93,7.75,10.308952660644293,2.0476928433652555,Renault
Jaguar XF 2.2 Litre Luxury,Kochi,2016,31150,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,53.72,30.54,10.3465695242156,3.4190372997904865,Jaguar
Maruti Wagon R Duo Lxi,Jaipur,2010,70000,LPG,Manual,First,26.2,998.0,58.2,5.0,7.87,2.27,11.156250521031495,0.8197798314933114,Maruti
Volkswagen Polo IPL II 1.2 Petrol Highline,Pune,2010,70290,Petrol,Manual,Second,17.24,1198.0,73.9,5.0,11.105,2.96,11.16038482016995,1.085189268335969,Volkswagen
Tata Bolt Revotron XT,Chennai,2016,10000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,7.77,4.0,9.210340371976184,1.3862943611198906,Tata
Hyundai i20 Sportz 1.2,Bangalore,2014,68010,Petrol,Manual,Second,18.5,1197.0,82.85,5.0,9.74,5.25,11.127410032169685,1.6582280766035324,Hyundai
Audi A6 2011-2015 2.0 TDI,Kochi,2013,91903,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,55.61,17.56,11.428488951989424,2.8656235882069705,Audi
Volkswagen Vento 1.6 Highline,Mumbai,2011,38000,Petrol,Manual,First,16.09,1598.0,103.5,5.0,11.91,3.25,10.545341438708522,1.1786549963416462,Volkswagen
Maruti Celerio VXI,Bangalore,2015,67600,Petrol,Manual,First,23.1,998.0,67.04,5.0,7.87,4.0,11.121363262031055,1.3862943611198906,Maruti
Hyundai Getz GLE,Coimbatore,2007,66800,Petrol,Manual,First,15.3,1341.0,83.0,5.0,9.74,2.2,11.109458359524737,0.7884573603642703,Hyundai
Maruti Vitara Brezza VDi,Pune,2016,37208,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.93,7.43,10.524279070903933,2.005525858729668,Maruti
Mercedes-Benz M-Class ML 320 CDI,Mumbai,2009,102002,Diesel,Automatic,First,8.7,2987.0,224.34,5.0,78.76,10.75,11.532747699917314,2.3749057545736716,Mercedes-Benz
Maruti Swift Dzire Vdi BSIV,Delhi,2011,68000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,7.87,2.75,11.127262984158243,1.0116009116784799,Maruti
Porsche Panamera Diesel,Hyderabad,2013,40000,Diesel,Automatic,Second,17.85,2967.0,300.0,4.0,136.0,45.0,10.596634733096073,3.8066624897703196,Porsche
Toyota Camry Hybrid,Mumbai,2015,33500,Petrol,Automatic,First,19.16,2494.0,158.2,5.0,23.25,19.75,10.419300717813158,2.9831534913471307,Toyota
Honda Brio 1.2 VX MT,Delhi,2013,33746,Petrol,Manual,First,18.5,1198.0,86.8,5.0,6.63,3.2,10.426617170758282,1.1631508098056809,Honda
Skoda Superb 3.6 V6 FSI,Hyderabad,2009,53000,Petrol,Automatic,First,0.0,3597.0,262.6,5.0,31.365000000000002,4.75,10.87804719253426,1.55814461804655,Skoda
Toyota Innova 2.5 V Diesel 7-seater,Coimbatore,2011,45004,Diesel,Manual,First,12.8,2494.0,102.0,7.0,23.25,9.48,10.714506653690963,2.2491843162669305,Toyota
Honda Amaze VX i-DTEC,Coimbatore,2015,70602,Diesel,Manual,First,25.8,1498.0,98.6,5.0,11.15,4.83,11.164813751691984,1.5748464676644813,Honda
Maruti Swift VDI,Delhi,2014,27365,Diesel,Manual,First,28.4,1248.0,74.0,5.0,7.88,4.75,10.217020103578019,1.55814461804655,Maruti
Hyundai Xcent 1.1 CRDi S,Jaipur,2015,100000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,9.74,4.0,11.512925464970229,1.3862943611198906,Hyundai
Mahindra Xylo D4 BSIV,Jaipur,2012,55000,Diesel,Manual,Second,14.0,2498.0,112.0,8.0,11.145,2.9,10.915088464214607,1.0647107369924282,Mahindra
Maruti Wagon R VXI,Kolkata,2013,46000,Petrol,Manual,First,18.9,998.0,67.1,5.0,7.87,2.65,10.736396675471232,0.9745596399981308,Maruti
Chevrolet Beat Diesel,Hyderabad,2011,47000,Diesel,Manual,First,25.44,936.0,57.6,5.0,11.105,2.5,10.757902880692196,0.9162907318741551,Chevrolet
Maruti Alto K10 LXI CNG,Delhi,2014,40929,CNG,Manual,First,32.26,998.0,58.2,4.0,7.87,,10.619594137230983,,Maruti
Maruti Alto 800 2016-2019 LXI,Coimbatore,2013,54493,Petrol,Manual,Second,24.7,796.0,47.3,5.0,7.87,,10.905827532035193,,Maruti
Toyota Innova Crysta Touring Sport 2.4 MT,Mumbai,2017,34000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,25.27,,10.4341158035983,,Toyota
Toyota Etios Liva GD,Hyderabad,2012,139000,Diesel,Manual,First,23.59,1364.0,132.0,5.0,23.25,,11.842229212112828,,Toyota
Hyundai i20 Magna,Mumbai,2014,29000,Petrol,Manual,First,18.5,1197.0,82.85,5.0,9.74,,10.275051108968611,,Hyundai
Mahindra XUV500 W8 2WD,Coimbatore,2016,85609,Diesel,Manual,Second,16.0,2179.0,140.0,7.0,11.145,,11.357545696789908,,Mahindra
Toyota Fortuner 4x2 AT TRD Sportivo,Pune,2015,59000,Diesel,Automatic,First,12.55,2982.0,168.7,7.0,23.25,,10.985292722887856,,Toyota
Hyundai EON Era Plus,Jaipur,2013,65000,Petrol,Manual,First,21.1,814.0,55.2,5.0,9.74,,11.082142548877775,,Hyundai
Honda City 1.5 S MT,Mumbai,2011,66000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,11.15,,11.097410021008562,,Honda
Mahindra XUV500 W6 2WD,Coimbatore,2015,54684,Diesel,Manual,First,15.1,2179.0,140.0,7.0,11.145,,10.909326441051883,,Mahindra
Audi Q5 2008-2012 2.0 TDI,Mumbai,2012,78000,Diesel,Automatic,Second,12.8,1968.0,167.6,5.0,55.61,,11.26446410567173,,Audi
Hyundai Grand i10 Magna,Jaipur,2016,21000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,9.74,,9.95227771670556,,Hyundai
Toyota Corolla H5,Chennai,2007,90000,Petrol,Manual,Third,13.4,1794.0,125.0,5.0,23.25,,11.407564949312402,,Toyota
Maruti Swift Vdi BSIII,Coimbatore,2008,87628,Diesel,Manual,First,17.8,1248.0,75.0,5.0,7.87,,11.380855860555391,,Maruti
Nissan Terrano XL,Mumbai,2014,45000,Petrol,Manual,First,13.24,1598.0,102.5,5.0,9.51,,10.714417768752456,,Nissan
BMW X1 sDrive20d,Coimbatore,2013,30788,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,58.67,,10.334880282654208,,BMW
BMW 3 Series GT 320d Luxury Line,Hyderabad,2015,39524,Diesel,Automatic,First,19.59,1995.0,184.0,5.0,58.67,,10.584663361314853,,BMW
Ford Ikon 1.4 TDCi DuraTorq,Chennai,2009,140000,Diesel,Manual,First,13.8,1399.0,68.0,5.0,11.2,,11.84939770159144,,Ford
Maruti Swift AMT ZXI,Kochi,2019,15409,Petrol,Automatic,First,22.0,1197.0,81.8,5.0,7.87,,9.642707033281853,,Maruti
Maruti Swift Dzire VXi,Jaipur,2015,36502,Petrol,Manual,First,17.5,1298.0,85.8,5.0,7.87,,10.505122332589966,,Maruti
Maruti Ritz LDi,Pune,2016,200000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,7.87,,12.206072645530174,,Maruti
Nissan Micra XV,Delhi,2010,70000,Petrol,Manual,First,18.06,1198.0,75.0,5.0,9.51,,11.156250521031495,,Nissan
Maruti Alto 800 2016-2019 LXI,Kochi,2017,36701,Petrol,Manual,First,24.7,796.0,47.3,5.0,7.87,,10.510559281627845,,Maruti
Skoda Laura 1.8 TSI Ambition,Bangalore,2009,72000,Petrol,Manual,Second,17.5,1798.0,108.495,5.0,31.365000000000002,,11.184421397998193,,Skoda
Honda Civic 2010-2013 1.8 S MT Inspire,Bangalore,2011,40000,Petrol,Manual,Second,15.5,1799.0,132.0,5.0,11.15,,10.596634733096073,,Honda
Ford Ikon 1.3 Flair,Pune,2005,47000,Petrol,Manual,Second,13.8,1299.0,70.0,5.0,11.2,,10.757902880692196,,Ford
Maruti Alto LX,Pune,2006,93500,Petrol,Manual,Second,19.7,796.0,46.3,5.0,7.87,,11.44571671527678,,Maruti
Honda Jazz 1.5 V i DTEC,Pune,2015,52000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,11.15,,10.858998997563564,,Honda
Skoda Rapid 1.5 TDI AT Ambition,Delhi,2015,55429,Diesel,Automatic,Second,21.66,1498.0,103.52,5.0,31.365000000000002,,10.922858201478968,,Skoda
Hyundai i20 1.2 Sportz,Mumbai,2011,133000,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,9.74,,11.79810440720389,,Hyundai
Toyota Etios Cross 1.4L VD,Chennai,2014,70000,Diesel,Manual,Second,23.59,1364.0,67.06,5.0,9.27,,11.156250521031495,,Toyota
Volkswagen Polo GT TDI,Pune,2014,68000,Diesel,Manual,First,15.11,1598.0,103.6,5.0,11.105,,11.127262984158243,,Volkswagen
Hyundai i10 Era 1.1 iTech SE,Pune,2010,71000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,9.74,,11.170435156023453,,Hyundai
Mitsubishi Pajero 2.8 SFX,Chennai,2012,121000,Diesel,Manual,First,10.5,2835.0,107.2,6.0,33.21,,11.703545824578878,,Mitsubishi
Maruti Swift Dzire Tour LDI,Kolkata,2015,107000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,7.87,,11.580584113444043,,Maruti
Maruti Swift Dzire VXI,Chennai,2015,51000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,7.87,,10.839580911706463,,Maruti
Skoda Rapid 1.6 MPI AT Style,Mumbai,2017,13500,Petrol,Automatic,First,14.84,1598.0,103.52,5.0,14.95,,9.51044496442652,,Skoda
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Bangalore,2016,13000,Petrol,Manual,First,15.29,1591.0,121.3,5.0,9.74,,9.472704636443673,,Hyundai
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Pune,2010,81000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,23.25,,11.302204433654575,,Toyota
BMW 5 Series 520d Luxury Line,Mumbai,2012,66889,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,70.43,,11.110789808082927,,BMW
Maruti Baleno Alpha 1.3,Ahmedabad,2018,32000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,7.87,,10.373491181781864,,Maruti
Audi A4 2.0 TDI 177 Bhp Technology Edition,Pune,2013,87001,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,55.61,,11.373674891823535,,Audi
Audi A4 2.0 TDI Multitronic,Hyderabad,2013,55000,Diesel,Automatic,Second,16.55,1968.0,140.0,5.0,55.61,,10.915088464214607,,Audi
Skoda Rapid 1.6 MPI Ambition,Jaipur,2018,4000,Petrol,Manual,First,15.41,1598.0,103.52,5.0,11.89,,8.294049640102028,,Skoda
Maruti Ertiga SHVS VDI,Kochi,2017,27778,Diesel,Manual,First,24.52,1248.0,88.5,7.0,7.87,,10.231999619476165,,Maruti
Maruti Ciaz 1.4 Zeta,Mumbai,2017,5000,Petrol,Manual,First,20.73,1373.0,91.1,5.0,7.87,,8.517193191416238,,Maruti
Maruti Ciaz ZXi,Pune,2014,72000,Petrol,Manual,First,20.73,1373.0,91.1,5.0,7.87,,11.184421397998193,,Maruti
Mercedes-Benz A Class A200 CDI Sport,Chennai,2015,21000,Diesel,Automatic,First,20.0,2143.0,136.0,5.0,78.76,,9.95227771670556,,Mercedes-Benz
Toyota Innova 2.5 ZX Diesel 7 Seater,Kochi,2015,59299,Diesel,Manual,First,12.99,2494.0,100.6,7.0,23.25,,10.99034772143722,,Toyota
BMW 3 Series 320d Prestige,Ahmedabad,2014,75000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,58.67,,11.225243392518447,,BMW
Maruti Alto 800 2016-2019 LXI,Kochi,2019,3413,Petrol,Manual,First,24.7,796.0,47.3,5.0,7.87,,8.135346948906706,,Maruti
Ford Ecosport 1.5 DV5 MT Titanium,Mumbai,2014,62000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,11.2,,11.03488966402723,,Ford
Ford Endeavour 3.0L 4X4 AT,Mumbai,2010,105001,Diesel,Automatic,First,11.4,2953.0,153.86,7.0,11.2,,11.561725152903833,,Ford
Audi Q5 2.0 TDI,Mumbai,2013,89000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,55.61,,11.396391648714276,,Audi
Hyundai Verna 1.6 SX VTVT,Mumbai,2014,21000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,9.74,,9.95227771670556,,Hyundai
Mahindra XUV500 W8 4WD,Kolkata,2014,50000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,11.145,,10.819778284410283,,Mahindra
Maruti Vitara Brezza ZDi,Hyderabad,2016,70687,Diesel,Manual,First,24.3,1248.0,88.5,5.0,11.02,,11.166016959447076,,Maruti
Toyota Etios Liva 1.4 VXD,Pune,2016,104350,Diesel,Manual,First,23.59,1364.0,67.04,5.0,8.94,,11.555505912505346,,Toyota
Tata Indigo CS LX (TDI) BS III,Chennai,2011,150000,Diesel,Manual,Second,19.09,1396.0,69.0,5.0,7.63,,11.918390573078392,,Tata
Honda City ZX GXi,Delhi,2008,81000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,11.15,,11.302204433654575,,Honda
Toyota Corolla Altis G,Kolkata,2008,89000,Petrol,Manual,Second,14.53,1798.0,138.1,5.0,23.25,,11.396391648714276,,Toyota
Hyundai Grand i10 Asta,Kochi,2017,35223,Petrol,Manual,First,18.9,1197.0,82.0,5.0,9.74,,10.469454557298322,,Hyundai
Hyundai i20 Sportz 1.2,Kolkata,2015,48000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,9.74,,10.778956289890028,,Hyundai
Volkswagen Polo 1.5 TDI Comfortline,Delhi,2015,60000,Diesel,Manual,First,20.14,1498.0,88.8,5.0,11.105,,11.002099841204238,,Volkswagen
Maruti Celerio X VXI Option,Mumbai,2018,7000,Petrol,Manual,First,23.0,998.0,67.0,5.0,5.78,,8.85366542803745,,Maruti
Chevrolet Sail Hatchback 1.2,Kochi,2015,47572,Petrol,Manual,First,18.2,1199.0,82.5,5.0,11.105,,10.769999631847137,,Chevrolet
Mahindra Scorpio VLX Special Edition BS-IV,Delhi,2010,72727,Diesel,Manual,Second,15.4,2179.0,120.0,8.0,11.145,,11.194467983844662,,Mahindra
Volkswagen Ameo 1.5 TDI Comfortline,Mumbai,2018,4708,Diesel,Manual,First,21.66,1498.0,108.62,5.0,9.4,,8.457018468380168,,Volkswagen
Maruti Wagon R LXI,Delhi,2009,55000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,7.87,,10.915088464214607,,Maruti
Honda Brio S Option MT,Coimbatore,2013,44198,Petrol,Manual,Second,18.4,1198.0,86.8,5.0,11.15,,10.69643481817325,,Honda
Maruti Ertiga VXI,Ahmedabad,2015,35000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,7.87,,10.46310334047155,,Maruti
Hyundai Santro Xing GL,Ahmedabad,2013,63831,Petrol,Manual,First,0.0,1086.0,62.0,5.0,9.74,,11.063994244741828,,Hyundai
Ford Figo Aspire 1.2 Ti-VCT Titanium,Delhi,2017,17540,Petrol,Manual,First,18.16,1196.0,86.8,5.0,11.2,,9.772239265926174,,Ford
Tata Tiago AMT 1.2 Revotron XTA,Mumbai,2017,14000,Petrol,Automatic,First,23.84,1199.0,84.0,5.0,6.3,,9.546812608597396,,Tata
Hyundai Santro Xing XL,Bangalore,2007,47000,Petrol,Manual,Second,0.0,1086.0,82.0,5.0,9.74,,10.757902880692196,,Hyundai
Chevrolet Beat LT,Chennai,2010,75422,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,11.105,,11.230854288625691,,Chevrolet
Nissan Micra Diesel XV,Hyderabad,2011,67000,Diesel,Manual,Second,23.08,1461.0,63.1,5.0,9.51,,11.112447898373103,,Nissan
Toyota Innova 2.5 GX (Diesel) 8 Seater,Delhi,2013,79999,Diesel,Manual,First,12.99,2494.0,100.0,8.0,23.25,,11.289769413577893,,Toyota
Hyundai Xcent 1.2 VTVT E,Kolkata,2017,5044,Petrol,Manual,First,20.14,1197.0,81.86,5.0,6.41,,8.52595469708481,,Hyundai
Maruti Ciaz VXi,Kolkata,2016,31601,Petrol,Manual,First,20.73,1373.0,91.1,5.0,7.87,,10.360944044643913,,Maruti
BMW 5 Series 2013-2017 520d Luxury Line,Delhi,2014,70000,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,58.67,,11.156250521031495,,BMW
Toyota Camry Hybrid 2.5,Ahmedabad,2016,16000,Petrol,Automatic,First,19.16,2487.0,175.67,5.0,40.62,,9.680344001221918,,Toyota
Toyota Corolla Altis D-4D G,Mumbai,2016,31700,Diesel,Manual,First,21.43,1364.0,87.2,5.0,23.25,,10.364071959865372,,Toyota
Hyundai Verna 1.6 SX CRDi (O),Kochi,2014,76969,Diesel,Manual,First,22.32,1582.0,126.32,5.0,9.74,,11.25115802236913,,Hyundai
Volkswagen Vento 1.5 TDI Highline AT,Kolkata,2015,37000,Diesel,Automatic,First,21.21,1498.0,103.2,5.0,11.105,,10.51867319162636,,Volkswagen
Nissan Teana XL,Mumbai,2014,23000,Petrol,Automatic,First,11.07,2496.0,179.5,5.0,9.51,,10.043249494911286,,Nissan
Hyundai i20 1.2 Sportz Option,Coimbatore,2014,59098,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,9.74,,10.986952361874025,,Hyundai
Tata Manza Club Class Safire90 LX,Kochi,2010,142299,Petrol,Manual,First,13.07,1368.0,88.76,5.0,7.63,,11.865685756646364,,Tata
Ford Figo Diesel ZXI,Jaipur,2011,75731,Diesel,Manual,First,20.0,1399.0,68.0,5.0,11.2,,11.234942866827236,,Ford
Hyundai i20 Asta 1.2,Coimbatore,2017,69627,Petrol,Manual,First,18.6,1197.0,81.83,5.0,9.74,,11.150907702131205,,Hyundai
Ford Fiesta Classic 1.6 SXI Duratec,Mumbai,2011,49000,Petrol,Manual,First,15.3,1596.0,99.6,5.0,11.2,,10.799575577092764,,Ford
Mercedes-Benz B Class B180 Sports,Mumbai,2015,25700,Petrol,Automatic,First,11.9,1595.0,120.7,5.0,78.76,,10.154246270883311,,Mercedes-Benz
Hyundai i20 Magna,Delhi,2012,80800,Petrol,Manual,First,18.5,1197.0,82.85,5.0,9.74,,11.299732244509187,,Hyundai
Maruti Swift Dzire VDI,Hyderabad,2013,110896,Diesel,Manual,First,23.4,1248.0,74.0,5.0,7.87,,11.616348104157765,,Maruti
Hyundai Santro Xing GLS,Kolkata,2009,62261,Petrol,Manual,First,17.92,1086.0,62.1,5.0,9.74,,11.03909050554345,,Hyundai
Maruti Baleno Alpha,Kochi,2017,27610,Petrol,Manual,First,21.4,1197.0,83.1,5.0,8.8,,10.225933304924201,,Maruti
Honda Accord 2.4 Elegance M/T,Kochi,2011,89219,Petrol,Manual,First,10.2,2354.0,180.0,5.0,11.15,,11.398849300370172,,Honda
Nissan Micra XL CVT,Hyderabad,2018,6700,Petrol,Automatic,First,19.34,1198.0,75.94,5.0,9.51,,8.809862805379057,,Nissan
Maruti Zen Estilo LXI BS IV,Pune,2011,51599,Petrol,Manual,First,19.0,998.0,67.1,5.0,7.87,,10.851257571436902,,Maruti
Hyundai Elantra CRDi SX,Kolkata,2013,37489,Diesel,Manual,First,22.7,1582.0,126.24,5.0,9.74,,10.531802835594531,,Hyundai
Tata Indica V2 DiCOR DLG BS-III,Mumbai,2016,98000,Diesel,Manual,First,17.5,1396.0,70.0,5.0,7.63,,11.49272275765271,,Tata
Tata Nano Lx,Hyderabad,2012,25183,Petrol,Manual,First,26.0,624.0,35.0,4.0,7.63,,10.133924442677802,,Tata
BMW 5 Series 2013-2017 520d Luxury Line,Bangalore,2015,52100,Diesel,Automatic,Second,18.12,1995.0,190.0,5.0,58.67,,10.860920227741458,,BMW
Honda Amaze S i-Dtech,Pune,2014,60000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,11.15,,11.002099841204238,,Honda
Volkswagen Polo Diesel Highline 1.2L,Kolkata,2013,51000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,11.105,,10.839580911706463,,Volkswagen
Tata Indica Vista Quadrajet LX,Mumbai,2012,70000,Diesel,Manual,First,22.3,1248.0,74.0,5.0,7.63,,11.156250521031495,,Tata
Audi Q3 30 TDI S Edition,Jaipur,2015,95000,Diesel,Manual,First,17.32,1968.0,138.13,5.0,55.61,,11.461632170582678,,Audi
Honda City i DTEC SV,Jaipur,2014,66346,Diesel,Manual,First,26.0,1498.0,98.6,5.0,11.15,,11.102638751582846,,Honda
Honda Amaze SX i-DTEC,Hyderabad,2015,69150,Diesel,Manual,First,25.8,1498.0,98.6,5.0,11.15,,11.144033337092905,,Honda
Hyundai i20 Asta Option 1.2,Bangalore,2016,31000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,9.74,,10.341742483467284,,Hyundai
BMW 5 Series 2013-2017 520d Luxury Line,Bangalore,2013,49000,Diesel,Automatic,Second,18.12,1995.0,190.0,5.0,58.67,,10.799575577092764,,BMW
Honda Brio S MT,Kochi,2014,63058,Petrol,Manual,First,19.4,1198.0,86.8,5.0,11.15,,11.051810216769898,,Honda
Mercedes-Benz New C-Class C 250 CDI Avantgarde,Delhi,2016,22000,Diesel,Automatic,First,19.71,2143.0,201.15,5.0,78.76,,9.998797732340453,,Mercedes-Benz
Volkswagen Polo 1.2 MPI Highline,Coimbatore,2015,73026,Petrol,Manual,First,16.47,1198.0,74.0,5.0,11.105,,11.198570821102612,,Volkswagen
Hyundai i10 Magna AT,Coimbatore,2011,21762,Petrol,Automatic,Second,19.2,1197.0,80.0,5.0,9.74,,9.987920608510958,,Hyundai
Hyundai Verna 1.6 SX VTVT,Coimbatore,2018,29738,Petrol,Manual,First,17.01,1591.0,121.3,5.0,9.74,,10.300180968257168,,Hyundai
Hyundai i20 1.2 Magna Executive,Mumbai,2018,16053,Petrol,Manual,First,18.6,1197.0,81.83,5.0,9.74,,9.683651026979414,,Hyundai
BMW 5 Series 525d Sedan,Kochi,2012,61665,Diesel,Automatic,First,16.73,2993.0,218.0,5.0,58.67,,11.02947178800009,,BMW
Maruti Swift Dzire Vdi BSIV,Delhi,2015,51000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,7.87,,10.839580911706463,,Maruti
Honda BRV i-DTEC V MT,Bangalore,2016,34820,Diesel,Manual,First,21.9,1498.0,98.6,7.0,15.59,,10.45794721332218,,Honda
Maruti Ertiga VXI,Mumbai,2018,12000,Petrol,Manual,First,17.5,1373.0,91.1,7.0,7.87,,9.392661928770137,,Maruti
Maruti Swift Dzire VDI Optional,Hyderabad,2017,32287,Diesel,Manual,First,26.59,1248.0,74.0,5.0,7.87,,10.382419951415045,,Maruti
Toyota Etios Liva GD,Jaipur,2012,121134,Diesel,Manual,First,23.59,1364.0,132.0,5.0,23.25,,11.704652649838279,,Toyota
BMW X3 xDrive20d,Coimbatore,2015,74485,Diesel,Automatic,First,16.09,1995.0,184.0,5.0,58.67,,11.218353041813693,,BMW
Chevrolet Beat Diesel LS,Chennai,2011,63000,Diesel,Manual,First,25.44,936.0,57.6,5.0,11.105,,11.05089000537367,,Chevrolet
Audi Q3 30 TDI Premium FWD,Coimbatore,2018,53190,Diesel,Automatic,First,18.51,1968.0,147.51,5.0,44.8,,10.881625687736364,,Audi
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Bangalore,2016,26900,Diesel,Automatic,First,12.0,2987.0,224.0,7.0,78.76,,10.19988156558993,,Mercedes-Benz
BMW 3 Series GT 320d Sport Line,Hyderabad,2015,40000,Diesel,Automatic,First,19.59,1995.0,184.0,5.0,58.67,,10.596634733096073,,BMW
Hyundai Grand i10 Asta Option,Coimbatore,2016,40587,Petrol,Manual,First,18.9,1197.0,82.0,5.0,9.74,,10.61120309727147,,Hyundai
Hyundai Grand i10 Asta,Hyderabad,2015,27000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,9.74,,10.203592144986466,,Hyundai
Toyota Etios Liva VD,Coimbatore,2016,29108,Diesel,Manual,First,23.59,1364.0,67.04,5.0,23.25,,10.278768329466978,,Toyota
Datsun GO T Petrol,Mumbai,2015,18000,Petrol,Manual,First,19.83,1198.0,67.0,5.0,5.74,,9.798127036878302,,Datsun
Maruti Ignis 1.2 Alpha,Kolkata,2017,10500,Petrol,Manual,First,20.89,1197.0,81.8,5.0,7.43,,9.259130536145614,,Maruti
Maruti A-Star Zxi,Chennai,2009,60000,Petrol,Manual,Third,19.0,998.0,66.1,5.0,7.87,,11.002099841204238,,Maruti
Honda Civic 2010-2013 1.8 V AT Sunroof,Pune,2011,61000,Petrol,Automatic,Third,13.9,1799.0,130.3,5.0,11.15,,11.018629143155449,,Honda
Maruti Alto 800 LXI,Kolkata,2017,5000,Petrol,Manual,First,22.74,796.0,47.3,5.0,7.87,,8.517193191416238,,Maruti
